mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice
77,Strait-Jacket,"After a twenty-year stay at an asylum for a double murder, a mother returns to her estranged daughter where suspicions arise about her behavior.","Drama,Horror,Thriller",Approved,1964,93,English,USA,William Castle,Robert Bloch,"Joan Crawford,Diane Baker,Leif Erickson,Howard St. John",6.8
659,Swing Kids,A group of teens adores forbidden music in Nazi Germany just before the outbreak of World War II.,"Drama,Music",PG-13,1993,112,English,"USA, Czech Republic",Thomas Carter,Jonathan Marc Feldman,"Robert Sean Leonard,Christian Bale,Frank Whaley,Barbara Hershey",6.8
184,The Girl from Nagasaki,"A modern day tale that starts with young Madame Butterfly emerging from the ashes of the atomic bomb in Nagasaki. A subtle meshing of reality and fantasy brings to the screen a visual orgy of modern ballet, opera and narrative film-making.","Drama,Music,Romance",R,2013,107,English,"Italy, Germany, Japan, USA","Michel Comte,Ayako Yoshida","Michel Comte,Anne-Marie Mackay,Ayako Yoshida","Mariko Wordell,Edoardo Ponti,Paulina Semionova,Ayako Yoshida",7
369,Variety Lights,A beautiful and ambitious young woman joins a traveling troupe of third-rate vaudevillians and inadvertently causes jealousy and emotional crises.,"Drama,Music,Romance",Not Rated,1950,97,"Italian, English, Russian",Italy,"Federico Fellini,Alberto Lattuada",Federico Fellini t,"Peppino De Filippo,Carla Del Poggio,Giulietta Masina,John Kitzmiller",7.1
363,The Flower in His Mouth,"A female school teacher is implicated in a murder in a Sicilian town only hours after her arrival. The dead man insulted her on the bus on the way into town. As the mystery unfolds, it ...","Drama,Mystery",Not Rated,1975,113,"English, Italian",Italy,Luigi Zampa,"Leonardo Benvenuti,Piero De Bernardi,Giuseppe Fava t,Luigi Zampa","Jennifer O'Neill,Franco Nero,James Mason,Orazio Orlando",6.4
384,Smiley's People,"The murder of a Soviet defector forces his old handler, British spymaster George Smiley, out of retirement. His investigation leads to an old nemesis, the Soviet spymaster known only as ""Karla"". This will be their final dance.","Drama,Mystery",TV-14,1982,60,English,UK,,,"Alec Guinness,Eileen Atkins,Bill Paterson,Vladek Sheybal",8.6
355,Ondine,An Irish fisherman discovers a woman in his fishing net whom his precocious daughter believes to be a selkie.,"Drama,Mystery,Romance",PG-13,2009,111,"English, Romanian, French","Ireland, USA",Neil Jordan,Neil Jordan,"Colin Farrell,Alicja Bachleda,Dervla Kirwan,Alison Barry",6.8
373,My Cousin Rachel,"A young Englishman plots revenge against his late cousin's mysterious, beautiful wife, believing her responsible for his death. But his feelings become complicated as he finds himself falling under the beguiling spell of her charms.","Drama,Mystery,Romance,Thriller",PG-13,2017,106,"English, Italian","UK, USA",Roger Michell,Roger Michell t,"Rachel Weisz,Sam Claflin,Holliday Grainger,Iain Glen",6
289,The Lifeforce Experiment,"Eccentric scientist Dr. MacLean wants to determine if the afterlife exists by recording the moment the soul leaves a dying body. A terminally ill boy, a psychic girl and an undercover agent Jessica Saunders help him.","Drama,Mystery,Sci-Fi",,1994,95,English,"Canada, UK",Piers Haggard,"Daphne Du Maurier t,Mike Hodges,Gerard Macdonald","Donald Sutherland,Mimi Kuzyk,Vlasta Vrana,Corin Nemec",4.7
473,Innocent Lies,"A gripping story of sex, betrayal, and murder. In 1938, British detective Alan Cross (Adrian Dunbar) travels to a small French coastal town to investigate the mysterious death of a close ...","Drama,Mystery,Thriller",TV-MA,1995,88,"English, French, German","UK, France",Patrick Dewolf,"Kerry Crabbe,Patrick Dewolf","Adrian Dunbar,Florence Hoath,Sophie Aubry,Joanna Lumley",4.6
32,Lianna,"A happily married woman comes to realize herself of being a repressed lesbian after she has an affair with a female college professor, and then tries to come to terms with her newfound lifestyle.","Drama,Romance",R,1983,110,English,USA,John Sayles,John Sayles,"Linda Griffiths,Jane Hallaren,Jon DeVries,Jo Henderson",6.7
54,Let It Be Me,"After becoming engaged to Emily, Gabe finds himself watching a graceful pair of dancers in a dance studio window. Hoping to learn to dance for his upcoming wedding, Gabe enters the studio ...","Drama,Romance",PG-13,1995,88,English,USA,Eleanor Bergstein,Eleanor Bergstein,"Campbell Scott,Jennifer Beals,Yancy Butler,Patrick Stewart",5.7
94,Mademoiselle Chambon,"Jean, his loving wife and son live a simple, happy life. At his son's homeroom teacher Madamoiselle Chambon's request, he volunteers as substitute teacher and starts to fall for her ...","Drama,Romance",Not Rated,2009,101,French,France,Stéphane Brizé,Stéphane Brizé t,"Vincent Lindon,Sandrine Kiberlain,Aure Atika,Jean-Marc Thibault",6.9
114,Lan Yu,"A young, gay student has a relationship with an older, successful businessman. The handsome playboy-businessman must choose between his comfortable, yet closeted straight life, or an honest, yet subversive life with the student.","Drama,Romance",R,2001,86,"Mandarin, Russian","Hong Kong, China",Stanley Kwan,Jimmy Ngai t,"Ye Liu,Jun Hu,Bin Li,Huatong Li",7.1
189,BUtterfield 8,"A beautiful New York model and socialite moonlights as a call-girl, but all things change when she falls for a married man and the consequences are tragic.","Drama,Romance",Not Rated,1960,109,English,USA,Daniel Mann,John O'Hara t,"Elizabeth Taylor,Laurence Harvey,Eddie Fisher,Dina Merrill",6.4
239,Angel Baby,Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.,"Drama,Romance",R,1995,105,English,Australia,Michael Rymer,Michael Rymer,"John Lynch,Jacqueline McKenzie,Colin Friels,Deborra-Lee Furness",7
251,"Come Back, Little Sheba","An emotionally remote recovering alcoholic and his dowdy, unambitious wife face a personal crisis when they take in an attractive lodger.","Drama,Romance",Approved,1952,99,English,USA,Daniel Mann,Ketti Frings t,"Burt Lancaster,Shirley Booth,Terry Moore,Richard Jaeckel",7.5
291,Peter and Vandy,"'Peter and Vandy' is a love story told out of order. Set in Manhattan, the story shifts back and forth in time, juxtaposing Peter and Vandy's romantic beginnings with the twisted, ...","Drama,Romance",Not Rated,2009,95,English,USA,Jay DiPietro,Jay DiPietro,"Jason Ritter,Jess Weixler,Jesse L. Martin,Tracie Thoms",6.3
366,Stella Dallas,A working-class woman is willing to do whatever it takes to give her daughter a socially promising future.,"Drama,Romance",Approved,1937,106,English,USA,King Vidor,Sarah Y. Mason t,"Barbara Stanwyck,John Boles,Anne Shirley,Barbara O'Neil",7.4
396,28 Hotel Rooms,"A novelist and an accountant meet while they are traveling for work, and though they both are in relationships, their one-night stand could become something more.","Drama,Romance",Not Rated,2012,82,English,USA,Matt Ross,Matt Ross,"Chris Messina,Marin Ireland,Robert Deamer,Anne H. Wilson",5.8
448,Loving Annabelle,"The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.","Drama,Romance",Not Rated,2006,77,English,USA,Katherine Brooks,"Katherine Brooks,Olivia Bohnhoff Harris t","Erin Kelly,Diane Gaidry,Laura Breckenridge,Michelle Horn",6.3
456,Hiroshima Mon Amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,"Drama,Romance",Not Rated,1959,90,"French, Japanese, English","France, Japan",Alain Resnais,Marguerite Duras t,"Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud",7.9
469,The Suspended Step of the Stork,A reporter stuck in a border town with an overcrowding of refugees sees a man he believes to be a long lost politician.,"Drama,Romance",,1991,143,"Kurdish, Persian, Turkish, French, English, Greek","France, Greece, Switzerland, Italy",Theodoros Angelopoulos,"Theodoros Angelopoulos t,Theodoros Angelopoulos,Tonino Guerra,Petros Markaris,Dimitris Nollas,Thanassis Valtinos","Marcello Mastroianni,Jeanne Moreau,Gregory Patrick Karr,Ilias Logothetis",7.5
472,Gone to Earth,"A beautiful, superstitious, animal-loving Gypsy is hotly desired by a fox-hunting squire even after she marries a clergyman.","Drama,Romance",Not Rated,1950,82,English,"UK, USA","Michael Powell,Emeric Pressburger","Mary Webb t,Michael Powell,Emeric Pressburger","Jennifer Jones,David Farrar,Cyril Cusack,Sybil Thorndike",6.9
575,The Thorn Birds: The Missing Years,"At the height of WWII and ten years after their union in Matlock Island, Father Ralph reunites with Meggie who faces a deep crisis. Now, he must make up his mind, as the burden of choice is insufferable. Will he risk it all for love?","Drama,Romance",,1996,178,English,"Australia, USA",Kevin James Dobson,"Colleen McCullough t,David Stevens","Richard Chamberlain,Amanda Donohoe,Paul Bertram,Julia Blake",6.4
583,Love Is Strange,"After Ben and George get married, George is fired from his teaching post, forcing them to stay with friends separately while they sell their place and look for cheaper housing -- a situation that weighs heavily on all involved.","Drama,Romance",R,2014,94,"English, Russian","USA, Greece",Ira Sachs,"Ira Sachs,Mauricio Zacharias","Alfred Molina,John Lithgow,Darren E. Burrows,Charlie Tahan",6.7
592,Steam: The Turkish Bath,Francesco inherits an old palace from a Turkish aunt and moves to Istanbul to renovate it.,"Drama,Romance",,1997,94,"Turkish, Italian","Italy, Turkey, Spain",Ferzan Ozpetek,"Ferzan Ozpetek t,Ferzan Ozpetek,Stefano Tummolini,Aldo Sambrell","Alessandro Gassmann,Francesca d'Aloja,Carlo Cecchi,Halil Ergün",6.8
671,M. Butterfly,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.","Drama,Romance",R,1993,101,"English, Chinese, French, Italian","USA, Canada",David Cronenberg,David Henry Hwang t,"Jeremy Irons,John Lone,Barbara Sukowa,Ian Richardson",6.8
672,Closing the Ring,"A young man searches for the proper owner of a ring that belonged to a U.S. World War II bomber gunner who crashed in Belfast, Northern Ireland on June 1, 1944.","Drama,Romance",R,2007,118,English,"UK, Canada, USA",Richard Attenborough,Peter Woodward,"Shirley MacLaine,Christopher Plummer,Dylan Roberts,Gene Dinovi",6.5
690,Deewana Tere Naam Ka,"Shankar and Shambhu are close friends, who live together in the same house with Shankar's mom. Shankar ferries people in his boat, while Shambhu chops trees for a living. Their friendship, ...","Drama,Romance",Not Rated,1987,97,Hindi,India,Deepak Bahry,,"Mithun Chakraborty,Vijayata Pandit,Danny Denzongpa,Master Bhagwan",5
258,Never Let Me Go,"The lives of three friends, from their early school days into young adulthood, when the reality of the world they live in comes knocking.","Drama,Romance,Sci-Fi",R,2010,103,English,UK,Mark Romanek,Kazuo Ishiguro t,"Carey Mulligan,Andrew Garfield,Izzy Meikle-Small,Charlie Rowe",7.1
673,Angels Fall,A chef moves to a small town in Wyoming after her Boston restaurant is shut down because of a fatal shooting.,"Drama,Romance,Thriller",TV-14,2007,90,English,USA,Ralph Hemecker,Janet Brownell t,"Heather Locklear,Johnathon Schaech,Gary Hudson,Derek Hamilton",5.9
171,Omega Doom,"After Earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the Earth, in fear of the rumored...","Drama,Sci-Fi,Thriller",R,1996,84,English,USA,Albert Pyun,Albert Pyun t,"Rutger Hauer,Shannon Whirry,Norbert Weisser,Tina Cote",4.2
437,Doomwatch: Winter Angel,University lecturer Neil Tannahill is drawn into a sinister conspiracy involving secretly-stored Soviet nuclear waste at a remote British nuclear facility after receiving an enigmatic note ...,"Drama,Sci-Fi,Thriller",,1999,100,English,UK,Roy Battersby,Gerry Davis t,"Trevor Eve,Amanda Ooms,Philip Stone,Dallas Campbell",5.5
312,At Any Price,"A farming family's business is threatened by an unexpected crisis, further testing the relationship between a father and his rebellious son.","Drama,Sport,Thriller",R,2012,105,English,USA,Ramin Bahrani,"Ramin Bahrani,Hallie Elizabeth Newton","Dennis Quaid,Kim Dickens,Aaron B. Oduber,Jacob R. Oduber",5.6
38,Deception: Oo Pel Dan Myin,"Min Htet possesses a perfect life which will be envied by a lot. He is rich; owns a gallery and in addition to all that, has a beautiful wife called Zin Mar. He is the epitome of happiness ...","Drama,Thriller",Not Rated,2018,88,"Burmese, English",Myanmar,Christina Kyi,Zenn Kyi,"Zenn Kyi,Thet Mon Myint,Aung Myint Myat,Kaew Korravee",8.2
39,Closet Land,"In a drab police state, an author of children's books is interrogated by a sadistic, secret policeman. She's under suspicion of embedding anti-government messages in her stories.","Drama,Thriller",R,1991,89,English,USA,Radha Bharadwaj,Radha Bharadwaj,"Alan Rickman,Madeleine Stowe",7
48,Bad Day on the Block,"During a heat wave, a fireman hero/Charlie Sheen has it in for the family next door and whoever else bothers him.","Drama,Thriller",R,1997,88,English,USA,Craig R. Baxley,Betsy Giffen Nowrasteh,"Charlie Sheen,Mare Winningham,David Andrews,Noah Fleiss",5.3
109,Seven Days in May,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.,"Drama,Thriller",Approved,1964,118,English,USA,John Frankenheimer,Fletcher Knebel t,"Burt Lancaster,Kirk Douglas,Fredric March,Ava Gardner",7.8
166,Our Mother's House,"When their deeply religious mother dies, the seven Hook children bury her in the garden and continue life as normal. Then their absent father, Charlie, reappears...","Drama,Thriller",Approved,1967,104,English,UK,Jack Clayton,Jeremy Brooks t,"Dirk Bogarde,Margaret Leclere,Pamela Franklin,Louis Sheldon Williams",7.3
217,The Man Who Betrayed the Mafia,,"Drama,Thriller",,1967,90,French,"France, Italy",Charles Gérard,Charles Gérard t,"Robert Hossein,Claude Mann,Claudine Coster,Robert Manuel",4
260,Deterrence,The President of the United States must deal with an international military crisis while confined to a Colorado diner during a freak snowstorm,"Drama,Thriller",R,1999,104,English,"France, USA",Rod Lurie,Rod Lurie,"Kevin Pollak,Timothy Hutton,Sheryl Lee Ralph,Clotilde Courau",6.4
261,Indictment: The McMartin Trial,"Based on a real-life court case, the film finds members of the McMartin family on trial for alleged sexual molestation and abuse of children at their well-regarded preschool. ...","Drama,Thriller",R,1995,131,English,USA,Mick Jackson,"Abby Mann,Myra Mann","James Woods,Mercedes Ruehl,Lolita Davidovich,Sada Thompson",7.6
439,Les disparus de Saint-Agil,,"Drama,Thriller",,1990,1 h 30,,,Jean-Louis Benoît,"Jean-Louis Benoît,Pierre Véry","Micheline Presle,Michel Galabru,Claude Melki,Damien Rosinha",6.2
656,Along Came a Spider,"When a senator's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.","Drama,Thriller",R,2001,104,"English, Russian","USA, Germany, Canada",Lee Tamahori,James Patterson t,"Morgan Freeman,Monica Potter,Michael Wincott,Dylan Baker",6.4
678,Agnosia,"Joana Prats suffers from agnosia, a strange neuropsychological illness that affects her perception. Although her eyes and ears are in perfect condition, her brain cannot interpret the ...","Drama,Thriller",,2010,105,"Spanish, German",Spain,Eugenio Mira,Antonio Trashorras t,"Eduardo Noriega,Félix Gómez,Bárbara Goenaga,Martina Gedeck",5.4
15,Civil Brand,"Frances is in the pen for killing her abusive husband. The abused the prisoners rise up against the ""new plantation"" that harvest human labor for profit. Nothing will stop Frances and her fellow inmates in this brutal battle for justice.","Drama,Thriller,Crime",R,2002,95,English,USA,Neema Barnette,Preston A. Whitmore II t,"LisaRaye McCoy,N'Bushe Wright,Monica Calhoun,Clifton Powell",5.2
202,Diên Biên Phú,"An American reporter finds himself in the middle of the 57-day battle of Dien Bien Phu in Vietnam between the French army and the Vietminh, which finally resulted in the defeat and ...","Drama,War",,1992,140,French,France,Pierre Schoendoerffer,Pierre Schoendoerffer,"Donald Pleasence,Patrick Catalifo,Jean-François Balmer,Ludmila Mikaël",6.3
42,3 Godfathers,Three outlaws on the run risk their freedom and their lives to return a newborn to civilization.,"Drama,Western",Passed,1948,106,"English, Spanish",USA,John Ford,Laurence Stallings t,"John Wayne,Pedro Armendáriz,Harry Carey Jr.,Ward Bond",7.1
646,Pale Rider,A mysterious preacher (Clint Eastwood) protects a humble prospector village from a greedy mining company trying to encroach on their land.,"Drama,Western",R,1985,115,English,USA,Clint Eastwood,"Michael Butler,Dennis Shryack","Clint Eastwood,Michael Moriarty,Carrie Snodgress,Chris Penn",7.3
250,World Without End (No Reported Incidents),"A portrait of Southend-on-Sea, a town along England's Thames estuary, that includes everyday streets, people, birds, water, mud and sky.","Experiment, Music, Documentary",,2016,55,,,Jem Cohen,,,6.1
424,Pelle Svanslös och den stora skattjakten,"Pelle and Maja have moved together. But Maja's mother dislikes her daughter's tailless company, and tries to get Maja to move home again.",Family,,2000,96,Swedish,Sweden,Mikael Ekman,"Gösta Knutsson t,Pernilla Oljelund","Björn Kjellman,Cecilia Ljung,Christer Fant,Leif Andrée",4.9
695,The Puzzle Place,"A group of kids (puppets) from diverse backgrounds and cultures come together at The Puzzle Place to hang-out, tell stories, sing songs and hold celebrations. Along the way they learn ...",Family,TV-Y,1994–1998,30,English,USA,,Rob Stork,"Alice Dinnean,Peter Linz,Noel MacNeal,Jim Martin",8.7
508,D.A.R.Y.L.,"A seemingly normal young boy turns out to be a top secret, military-created robot with superhuman abilities.","Family,Sci-Fi",PG,1985,99,English,"UK, USA",Simon Wincer,"David Ambrose,Allan Scott,Jeffrey Ellis","Mary Beth Hurt,Michael McKean,Kathryn Walker,Colleen Camp",6.3
96,Demonic Toys: Personal Demons,A group of people on a world wide search for oddities find themselves trapped in a nine hundred year old Italian castle when they accidently unleash the Demonic Toys.,"Fantasy,Horror",Not Rated,2010,90,English,USA,William Butler,William Butler,"Alli Kinzel,Lane Compton,Selene Luna,Michael Citriniti",3.7
103,Ju-on: Black Ghost,"After losing her child at birth, the dark horror of the grudge begins growing within her.","Fantasy,Horror",Not Rated,2009,60,Japanese,Japan,Mari Asato,Mari Asato t,"Kôji Seto,Kuniteru Shigeyama,Kana Tsugihara,Ai Kago",5.4
403,Wishmaster 2: Evil Never Dies,"The evil Djinn is awakened once more, and must collect 1001 souls to begin the Apocalypse.","Fantasy,Horror",R,1999,96,"English, Russian",USA,Jack Sholder,"Peter Atkins t,Jack Sholder","Holly Fields,Chris Weber,Al Foster,Andrew Divoff",5.1
181,Wishmaster 3: Beyond the Gates of Hell,"The evil Djinn is back at again, this time wreaking havoc on the students of Illinois' Baxter University.","Fantasy,Horror,Thriller",R,2001,89,English,"Canada, USA",Chris Angel,"Alex Wright,Peter Atkins t","Jason Connery,A.J. Cook,Tobias Mehler,Louisette Geiss",3.6
665,Closure of Catharsis,"A man sits on a park bench talking to the camera, trying to weave together a thought that won't cohere while commenting on passers-by, his 'guests'... Mysterious images intervene, overturning the serenity of the park-bench monologue.","Fantasy,Mystery",,2011,100,English,"UK, Ireland",Rouzbeh Rashidi,Rouzbeh Rashidi,James Devereaux,7.7
610,Ciao bella ciao,,"Fantasy,Short",,2002,8,French,France,Laurence Rebouillon,Laurence Rebouillon,,2.2
333,In the Blink of an Eye,"After police detectives save a pop star, her manager invites them for a weekend in Mexico on his yacht. But the perfect vacation turns to terror when his wife and friends go missing.","Fantasy,Thriller",Not Rated,2009,86,English,USA,Michael Sinclair,"Byron Jones,Jon Macy,David A.R. White,Russell Wolfe","David A.R. White,Eric Roberts,Andrea Logan,Lonnie Colón",5
326,Shadow of a Doubt,"A young girl, overjoyed when her favorite uncle comes to visit the family, slowly begins to suspect that he is in fact the ""Merry Widow"" killer sought by the authorities.","Film-Noir,Thriller",PG,1943,108,English,USA,Alfred Hitchcock,Thornton Wilder t,"Teresa Wright,Joseph Cotten,Macdonald Carey,Henry Travers",7.8
149,Grave Halloween,"Suicide forest is just a name - isn't it? Miko intends to find out, even if it means uncovering the sad truth about her mothers suicide.",Horror,R,2013,89,English,Canada,Steven R. Monroe,"Ryan W. Smith,Sheldon Wilson","Kaitlyn Leeb,Cassi Thomson,Graham Wardle,Dejan Loyola",4.2
187,Amityville 3-D,"A reporter moves into the Amityville house in defiance of the supernatural events connected to it, and finds everyone around him besieged by the evil manifestations which are connected to a demonic presence in the basement.",Horror,PG,1983,105,English,"USA, Mexico",Richard Fleischer,David Ambrose,"Tony Roberts,Tess Harper,Robert Joy,Candy Clark",4.2
267,Houseboat Horror,A rowdy rock group are accompanied by a film crew to desolate Lake Infinity to produce a music video. One night the musicians visit the local pub while the various members of the film crew ...,Horror,,1989,85,English,Australia,"Kendal Flanagan,Ollie Martin",Ollie Martin,"Alan Dale,Christine Jeston,Craig Alexander,Des McKenna",4.1
431,Clownhouse,"Just before Halloween, three young brothers alone in a big house are menaced by three escaped mental patients who have murdered some traveling circus clowns and taken their identities.",Horror,R,1989,81,English,USA,Victor Salva,Victor Salva,"Nathan Forrest Winters,Brian McHugh,Sam Rockwell,Michael Jerome West",5.6
607,Creep Van,"Forced to team up with a sleazy conman to hunt down and stop the murderous Creep Van, misfit Campbell Jackson finds himself in for one hell of a bloody ride in this spine-chilling horror fest!",Horror,Not Rated,2012,80,English,USA,Scott W. McKinlay,"Jim Bartoo,Ian Michaels t","Brian Kolodziej,Amy Wehrell,Gerald Emerick,Collin Bernsen",3.9
632,Cell Count 2: Blood Count,Our survivors are on a high speed journey filled with monsters and fugitives.,Horror,,2014,,,USA,Todd E. Freeman,Todd E. Freeman,"Bill Oberst Jr.,Sean McGrath,Adrienne Vogel,John Breen",6.6
118,Mark of the Vampire,"When a nobleman is murdered, a professor of the occult blames vampires; but not all is what it seems.","Horror,Mystery",Passed,1935,60,"English, Czech",USA,Tod Browning,Guy Endore t,"Lionel Barrymore,Elizabeth Allan,Bela Lugosi,Lionel Atwill",6.3
293,Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.","Horror,Mystery",R,2012,88,"English, Ukrainian",USA,"Henry Joost,Ariel Schulman",Christopher Landon t,"Katie Featherston,Kathryn Newton,Matt Shively,Aiden Lovekamp",4.6
602,Witchboard 2,"A beautiful young woman starts receiving messages through a ouija board, claiming to be from the former occupant of her apartment. The former tenant claims she's been murdered, but there's ...","Horror,Mystery",R,1993,98,English,USA,Kevin Tenney,Kevin Tenney,"Ami Dolenz,Christopher Michael Moore,Laraine Newman,Timothy Gibbs",5.1
164,Phoenix Forgotten,"Two decades after three teenagers disappeared in the wake of mysterious lights appearing above Phoenix, Arizona, unseen footage from that night has been discovered, chronicling the final hours of their fateful expedition.","Horror,Mystery,Sci-Fi,Thriller",PG-13,2017,87,English,USA,Justin Barber,"T.S. Nowlin,Justin Barber","Florence Hartigan,Luke Spencer Roberts,Chelsea Lopez,Justin Matthews",5.3
25,Mercy Black,"A woman is sent to a mental institution after stabbing her classmate in an attempt to conjure an evil spirit called, Mercy Black. Fifteen years later she's released, and must save her nephew, who has become obsessed with the phenomenon.","Horror,Mystery,Thriller",TV-14,2019,88,English,USA,Owen Egerton,Owen Egerton,"Daniella Pineda,Austin Amelio,Elle LaMont,Lee Eddy",4.9
186,Five Dolls for an August Moon,"An industrialist invites his colleagues and their wives to relax on his private island so they can exploit the monetary value of one of the guests' revolutionary resin formula, but a killer within the group disrupts the proceedings.","Horror,Mystery,Thriller",Not Rated,1970,82,Italian,Italy,Mario Bava,Mario di Nardo t,"William Berger,Ira von Fürstenberg,Edwige Fenech,Howard Ross",5.8
368,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,"Horror,Mystery,Thriller",R,2015,97,English,"USA, UK, Canada",Ciarán Foy,"Scott Derrickson,C. Robert Cargill,Scott Derrickson t","James Ransone,Shannyn Sossamon,Robert Daniel Sloan,Dartanian Sloan",5.3
432,Insidious: Chapter 2,"The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily.","Horror,Mystery,Thriller",PG-13,2013,106,English,"USA, Canada",James Wan,Leigh Whannell t,"Patrick Wilson,Rose Byrne,Ty Simpkins,Lin Shaye",6.6
540,Across the Hall,"A thriller about a standoff between a young man, his fiancée and his best friend who comes to his aide.","Horror,Mystery,Thriller",R,2009,93,English,USA,Alex Merkin,Alex Merkin t,"Mike Vogel,Danny Pino,Brittany Murphy,Brad Greenquist",6
566,"As Above, So Below","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","Horror,Mystery,Thriller",R,2014,93,"English, French, Latin",USA,John Erick Dowdle,John Erick Dowdle t,"Perdita Weeks,Ben Feldman,Edwin Hodge,François Civil",6.2
584,Do You Wanna Know a Secret?,A night out on the town turns into a nightmare as six young college students find themselves hunted by a killer.,"Horror,Mystery,Thriller",R,2001,90,English,USA,Ty Bradford,"Kermit Christman,Del Tenney","Michael Sarysz,Dorie Barton,Joey Lawrence,Jeff Conaway",3
585,Delivery: The Beast Within,A young couple documenting their first pregnancy for a new TV show discover that a malevolent entity has taken control of their unborn child.,"Horror,Mystery,Thriller",Not Rated,2013,87,English,USA,Brian Netto,"Brian Netto,Adam Schindler","Laurel Vail,Danny Barclay,Rob Cobuzio,Rebecca Brooks",5.3
128,Attack of the 50 Foot Woman,"When an abused socialite grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind.","Horror,Sci-Fi",Not Rated,1958,65,English,USA,Nathan Juran,Mark Hanna,"Allison Hayes,William Hudson,Yvette Vickers,Roy Gordon",5.1
562,Event Horizon,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,"Horror,Sci-Fi,Thriller",R,1997,96,"English, Latin","UK, USA",Paul W.S. Anderson,Philip Eisner,"Laurence Fishburne,Sam Neill,Kathleen Quinlan,Joely Richardson",6.7
30,Walled In,"Supervising the razing of a mysterious building, a demolition company rep discovers past inhabitants entombed within its walls by a vicious murderer. Now she must turn the tables on the killer before she becomes his latest victim.","Horror,Thriller",R,2009,91,English,"USA, France, Canada",Gilles Paquet-Brenner,"Serge Brussolo t,Rodolphe Tissot,Olivier Volpi,Sylvain White,Gilles Paquet-Brenner","Tim Allen,Mischa Barton,Darla Biccum,Cameron Bright",4.8
33,"Silent Night, Deadly Night Part 2","The now-adult Ricky talks to a psychiatrist about how he became a murderer after his brother, Billy, died, which leads back to Mother Superior.","Horror,Thriller",R,1987,88,English,USA,Lee Harry,Michael Hickey t,"Eric Freeman,James Newman,Elizabeth Kaitan,Jean Miller",3.8
47,All Night Long: Anyone Would Have Done,,"Horror,Thriller",,2009,85,Japanese,Japan,Katsuya Matsumura,Katsuya Matsumura t,"Marika Hase,Maki Kitani,Takashi Yamanaka,Megumi Yoshikawa",5.7
285,Little Witches,A group of girls at a Catholic boarding school get mixed up in the occult.,"Horror,Thriller",R,1996,90,"English, Latin","USA, Canada",Jane Simpson,"Brian DiMuccio,Dino Vindeni","Mimi Rose,Sheeri Rappaport,Jennifer Rubin,Jack Nance",4
445,The Texas Chainsaw Massacre: The Beginning,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.","Horror,Thriller",R,2006,91,English,USA,Jonathan Liebesman,Sheldon Turner t,"Jordana Brewster,Taylor Handley,Diora Baird,Matt Bomer",5.8
519,Flu Bird Horror,"A group of teenagers go on a excursion to the mountains. There, they are attacked by birds infected with a lethal virus. When the teens reach a nearby village, the haunting birds start passing their virus on to all the dwellers.","Horror,Thriller",R,2008,89,English,"USA, Germany, Romania",Leigh Scott,Tony Daniel t,"Clare Carey,Lance Guest,Jonathon Trent,Sarah Butler",3.1
105,Scorpions: Live at Wacken Open Air 2006 - A Night to Remember: A Journey Through Time,,Music,,2007,139,"English, German",Germany,Guido Weiss,,"Scorpions,Klaus Meine,Rudolf Schenker,Matthias Jabs",8.2
194,Turn It Up!,"Live and Personal Series: Recorded at Royal Melbourne Show 2013, features superstar music talent as hosts.",Music,G,2013–,30,English,Australia,,,,8.9
213,Scorpions: Live at Wacken Open Air 2006 - A Night to Remember: A Journey Through Time,,Music,,2007,139,"English, German",Germany,Guido Weiss,,"Scorpions,Klaus Meine,Rudolf Schenker,Matthias Jabs",8.2
