"mID","cID","rTitle","rBody","rRating"
339,8,Charming & Funny,"Mary Pickford is as charming and funny as ever in this one.  Her role gives her a chance to do what she did best, and it's a lot of fun to watch. 'Buddy' Rogers also makes his character likable and sympathetic, and the combination works very well.  While the story is nothing really new - a poor girl working in a store falls in love with the rich owner's son - it's filmed with thoughtfulness, creativity, and plenty of humor.Even if you don't like romantic comedies, it would be hard not to enjoy the scenes with Pickford and Rogers together.  They are winsome, but usually avoid becoming overly cute.  The scenario gives them just enough material to work with, and the settings and props are made to fit right in with the engaging characters.  Their respective families - sources of difficulty and complications for them both, although ultimately they too are mostly sympathetic - are also nicely worked into the picture.Pickford certainly had more challenging roles, but ""My Best Girl"" is one of her most enjoyable films to watch.  It is (seemingly) effortlessly entertaining while also letting you into the lives of its characters, with a perfect balance of romance and comedy.  Highly recommended.",10
342,7,"Good story, but a bit rude to the NHS!","Firstly, I did enjoy this film, it had strong characters and some interesting scenes. However, I've worked in a mental hospital and I can say that where I worked was nothing like that! The patients were supervised a lot more and given much more attention than Poppy , N and the others were given. I suppose it could be argued that it was being portrayed as how the hospital 'felt' to the patients rather than reality, but this is not shown really in the film. It could also be looked at in a Kafka-esquire nightmarish slant on reality, but again , I think that would be reading too much into it. I know it is a film about madness, but it is obvious in it what is real and what is not.Poppy is the character in the film that is supposedly sane, who as been sent to the hospital by accident (like One Flew Over the Cookoo's Nest), and this was another thing that bugged me. How on earth can you do so badly filing in a job application form that you end up in a mental hospital?? This was the reason given in the film and I half expected it to turn out that Poppy WAS mad after all, as it seems such a daft reason!I think the only reason Poppy was in hospital was because the Plot demanded that she was. The modern day NHS simply does not operate like this.And again and again I got a little bit ticked off by the rail road plot that sent this poor woman down a pretty predictable decline into actual madness, until it reached its rather disappointing ending.Still, I don't want to put anyone off as I did actually enjoy this film, but more for the good performances than the plot, which turns the NHS into some sort of ghastly monolithic institution very far away from reality.",6
342,5,"""Public service - that's what it is.""","** contains spoilers ** ""If you shite in the bed and dribble all over yourself, it makes them feel better about themselves.""N has received such public services for her entire life and she's a real pro at qualifying for them, at this point. She instructs her new exotic (in this world, completely normal - read, not mentally ill) friend, Poppy Shakespeare, to fill out her application for ""Mad Money"" (what I've heard called here in the States a ""Crazy Check"") with her left hand so that it's in scribbles because she made the odd assumption of printing in block letters as the instructions read. Of course, Poppy only needs the money to get an administrative hearing so that she can be released from her outpatient day treatment because she isn't mentally- ill! N (named because everyone occupies one seat in a circle labeled for each letter of the alphabet) can't imagine a life outside of ""care,"" so she works hard to stay in the hospital's treatment program because that's the only life she's ever had. Assessment day (only once a year, of course LOL) takes a week of preparation, as she sleeps in the same clothes for days, spreads chocolate on the back of her pants, and smears cigarette ash under her eyes. She performs for the panel of doctors, in a tutu, who score her with perfect 10.0's and grant another year of care, where she says she can pretty much do whatever she wants. She's so frightened that she will one day be discharged that N makes sure that her doctors know that Poppy was fully satisfied with the job of ""guiding"" she's done, as her doctor suggested she do.Poppy needs the money to get out of the hospital but, wonder of all wonders she isn't mentally ill enough to qualify for it, even though she's claimed incontinence :-) It's enough to drive her batty with frustration. Now, she's getting truly irate. Which is only a sure sign of her mental distress, eh? LOLI should say that I am a social worker. Yes, I totally get it. And, this is a HILARIOUS movie! What a gem to find amongst a bunch of classics and foreign dramas I have because they are supposed to be entertaining. This dead-pan comedy must be a cult classic at this point, but I haven't investigated the matter yet. It's a masterpiece, as far as I'm concerned.I was laughing so hard, quietly and deep inside, of course ;-) at Poppy's description of how she was brought into the program... she lost her job as an administrative assistant of sorts and went to job testing, which as she got through more and more levels of testing (congratulations!) her answers are found to be ""concerning."" The next thing she knows, an ambulance arrives at her apartment and takes her to the hospital. Surreal? Deliciously delightful - he he!This gem is packed with Masterpiece Theatre actors who give wonderful performances. The wit is clever and so subtle that it's a thrill to watch, as compared to the general American fare that takes it's self all too seriously and hits you over the head to make sure that you got how serious and important it is. This film is a keeper -- one to watch over and over again.",7
342,8,Sniffs and Dribblers,"Following her mother's suicide, N has been in and out of care most of her life, from foster care, through 'children looked after' services to mental health inpatient and outpatient services. Resolutely determined to remain an outpatient at a mental health day centre, her day-to-day existence is challenged by a new patient, Poppy Shakespeare... whilst all other outpatients are hell-bent on avoiding discharge, Poppy wants nothing else.Skirting the line between stark realism and the heightened, farcical world of, say, Lindsay Anderson, Ross and Williams' film is a roller-coaster ride through a dystopian mental health care system in 21st century Britain. By not being explicit about the reasons for Poppy's apparently enforced attendance at the day centre, the cause and effect of mental illness diagnosis is blurred. By heightening the depiction of the care givers and mental health professionals to exaggerated, satirical degrees, the cycle of discharge-collapse-readmission-rehabilitation is distorted to nightmarish proportions.Naomie Harris is great in the title role, charting the slow, distressing decline of someone determined to fight the system, but at the heart of Poppy Shakespeare lies an astonishing performance by Anna Maxwell Martin as N - she doesn't so much play her as 'be' her, creating a character so utterly believable and compelling that the viewer is both repelled and mesmerized in equal measure as we watch N deftly circumnavigate the system, always to her own advantage, always ensuring she remains within it.Kudos and applause for all involved.",9
344,5,"""I feel just like Julia Roberts in Pretty Woman. You know, except for the whole hooker thing.""","Silly but fun teen romantic comedy about a high school jock (Freddie Prinze, Jr.) who bets his friend (Paul Walker) that he can turn a geek (Rachael Leigh Cook) into the prom queen. Flimsy updating of Pygmalion is hard to hate. It doesn't take itself seriously in the least. Yeah it's absolutely ridiculous that Rachael Leigh Cook, an exceptionally pretty girl, would be considered unattractive just because she wears glasses and overalls. But you just roll with it because it's cute and fun. The cast is very likable and the script is good for this type of movie. Matthew Lillard steals pretty much every scene he's in. It's fluff but you'll be smiling when it's over. Can't see the harm in that.",6
344,2,"Nerdy girl, popular boy, a bet, self-discovery, bet goes bad, love triumphs (with some sweet revenge).","Loved this movie. Great for a date, good for a laugh, entertaining and a sweet romantic comedy.Yes, is a pretty predictable plot, but what teen movie isn't? It had some unique aspects that I thought were creative and entertaining.I thought it was well cast and well acted. The parts where I was supposed to laugh, I found myself laughing. The parts where I was supposed to get angry, I got angry. And the parts were I was supposed to yearn for love, I yearned. Whoever rates this poorly, probably doesn't understand the PURPOSE and MEANING of a romantic comedy teen movie... This one totally fits the bill.",8
344,4,worth watching for Rachel Leigh Cook,"There are some movies that make me just stop what I'm doing and watch. Braveheart, Clear and Present Danger, Casino Royale, Godfather I and II, Goodfellas, Top Gun are just a few that come to mind. Not all are classics, but all have _something_ to them that engrosses me. She's All That is one of those movies.Yes, Rachel Leigh Cook is so so cute. Fuggedaboudat. Watch her. See if she delivers one line as if she memorized it, as if she's repeating what someone else wrote. There's not one unnatural act or utterance from her. She is completely believable, and because her character rings so true, you cannot help but empathize with her, and that is what makes the movie -- when she wins out in the end, you're happy she did because she makes you care about her. She's as good as Kate Blanchett was in The Aviator (completely different movies, completely different roles, by Blanchett deservedly won an Oscar). She has that character absolutely nailed, you won't see - can't see -- a better performance.(And for what it is worth, this may be Paul Walker's best performance. I credit the director for getting the performances that he did out of cast of young actors not generally known for their talent.) As for the rest of the movie, you've seen it before, but so what? Star Wars is Battle of Britain, set in the future with a backstory, no one holds that against it. The choreographed dance scene is great, and it IS well cast and it IS well acted, clichéd or not.",8
344,3,Moments in Time,"That the IMDb score is way too low speaks I think to the fact that the intended audience for the film was ... disappointed. Perhaps expectations were too high? Perhaps this story had been done once too often. But the odd fact (and the thrust of this review) is that the film is memorable because the stars rise above the material .... before they themselves burn out and lapse into film obscurity.It was an odd confluence of talent. Director Iscove is well respected in TV but this remains one of his only shots at a feature. Prinze, who had pretty much owned the casting niche he was in, was 23 at the time the film was made and arguably long in the tooth for a high schooler. Nonetheless the chemistry between him and Leigh-Cook was powerful and that chemistry held the movie up when the dialog and the mugging by the other actors let it down.It's all timing. Leigh-Cook never really made the transition to films after, but kept very busy with TV. Prinze never really made the transition, period, but he's still a young guy and who knows? The Pygmalion thing has been done to death but oddly Iscove, Prinze and Leigh-Cook kept it alive for one more outing. Entertaining.",7
379,1,It's a wonderful Bing Crosby (helped by Frank Capra),"""Here Comes the Groom"" was a surprise when it was shown by TCM recently. This film brings together two talented men, Frank Capra and Bing Crosby. This light comedy, with some music, is seldom seen these days, and it's a shame. Although not one of the best films of the director, the film is entertaining and fun to watch.The great achievement of Mr. Capra was the way he brought together a fabulous cast that work well together. Bing Crosby shows why he was one of the best performers of his time. He is always charming and generous to his fellow players. The other surprise in the film is Jane Wyman. Playing a light role she is delightfully playful as the woman who has found a rich man who wants to make her his wife, but she is still in love with the absent Pete Garvey, who just happens to reappear with two cute war orphans that immediately ""adopt"" her as their mother.The other principals, Franchot Tone and Alexis Smith, are in terrific form. Ms. Smith, especially, is a delight to watch. It's a shame Hollywood didn't give her better vehicles in which to shine. Mr. Tone is suave as Wilbur Stanley, the millionaire who finds out in the worst way, his bride-to-be is in love with another man.Another coup of Mr. Capra is the way he brings a lot of those excellent character actors that had worked with him in other films. Such is the case with Charles Lane, H.B. Warner, Charlest Halton, among others. There is a nice sequence that takes place in the plane that is bringing Pete back to America in which he sings a number with Phil Harris, Frank Fontaine, and Dorothy Lamour. Also in the early part of the film we saw a young and beautiful Anna Maria Alberghetti singing.""Here Comes the Groom"" shows why Frank Capra was one of the best directors, and it also helped that he had Bing Crosby on board.",7
379,9,It's Bing. It's Capra.,"If Frank Capra had a message in this film, it might have been that the in America, the wealthy, though as personable as anyone, do not always ""get the girl."" But they, as everyone, get something, and there is happiness to be had.Bing Crosby was Bing Crosby, an incredible talent who could light up a motion picture with his facial expressions; when he sings, wow.This is not a movie for those uptight with notions of a ""Patriarchy""; it was 1951, and the general relationship between men and women had changed somewhat between then and now. You do the film a disservice by trying to do that, so put yourself in their shoes for an hour, thirteen, and let yourself feel good.Hollywood doesn't make reporters like Pete Garvey anymore.",8
379,7,"Not ""Capra,"" but quite enjoyable","This film is never considered one of Frank Capra's best, but that shouldn't keep potentially interested viewers from seeing it. On its face, it doesn't seem to be what has come to be known as a Capra film because it isn't issue-laden and doesn't really make a point other than the ""follow your heart"" admonition that most romantic comedies invoke. In many ways, it's a remake of Capra's ""It Happened One Night"" (1934), and while it doesn't have the financially and emotionally gut-wrenching backdrop of the Depression to give it the weight of the original, it's nonetheless pleasant and clever.To appreciate ""Here Comes the Groom"" is to embrace a bunch of disparate parts. First and foremost, this is a Bing Crosby film, replete with seemingly ad-libbed asides that filled the Hope/Crosby ""Road"" pictures. Bing, who plays a newspaper reporter (one of Capra's favorite devices) but basically plays himself, has as his foil not just one but three adult characters (his editor, his would-be father-in-law and his romantic competitor), plus a passel of kids, in particular a French boy and girl whom he has virtually adopted as his own. The two kids are cute and genuinely good-natured, so when they are on screen, as they often are, they light up the place. Their repeated mimicry of the Crosby character's signature farewell gesture -- a tooth-filled smile and open-fingered hand wave -- never fails to please (except for the final time, in the film's closing seconds, in which it appears that the duo is starting to run out of steam).Jane Wyman is a strong presence in the film as well, and quite appealing as someone torn between an elusive true love and the biological clock. She is every bit the musical equal of Crosby in their imaginatively choreographed presentation of the movie's theme song ""In the Cool, Cool, Cool of the Evening,"" staged in various parts of a huge office, then down a half-dozen floors in an elevator and out to the street.Franchot Tone is the other big name among the actors, and he plays his role as Wyman's rich fiance with characteristic aplomb. Nothing seems to rattle Tone's character, even the possibility of losing Wyman, which may be part of the film's ""follow your heart"" message.Easily outshining Tone is Alexis Smith, who never received the career-making, starring roles that she deserved. She plays a caterpillar whom Crosby, in his own strategic interest, turns into a butterfly, and while Crosby's tutelage is over-the-top sexist by today's standards, her transformation and resulting passion are eye-popping, for the Tone character and his staid relatives as well as for the viewer.With such stong characterizations and actors, Capra for some reason decided he needed something more, so he threw in a grab bag of other elements. Before Crosby and his two adoptees fly back to the States, there's an extended operatic solo by the quite young and show-stopping Anna Maria Alberghetti. And when Crosby and the youthful pair finally get on the plane, they happen to sitting next to a group of USO entertainers, so of course there's a song, ""Cristofo Columbo,"" which brings in fleeting contributions by Louis Armstrong, Frank Fontaine, Dorothy Lamour and Phil Harris. These are tangents, to be sure, and they make the viewer wonder momentarily if Capra has lost his narrative thread, but they don't last long and are engaging in their own right. (Perhaps the ""Cristofo Columbo"" scene is supposed to echo the ""Man on the Flying Trapeze"" scene from ""It Happened One Night."")Those looking for further Capra touches will be warmed by the brief appearances of H.B. Warner (the judge in ""Mr. Deeds,"" a senator in ""Mr. Smith"" and Mr. Gower in ""It's a Wonderful Life""), Charles Lane (Potter's real-estate man in ""Wonderful Life"") and Charles Halton (bank examiner in ""Wonderful Life""). The cinematography in this film is serviceable, but there are frustrating instances of sloppiness. At one point, in a reaction shot, the camera mysteriously lingers on Crosby's editor as he does nothing for about five seconds. It's an inconsequential flub, but it feels long enough to make the viewer wonder if the film's cutter and Capra himself just went to sleep. (It's reminiscent of a similar and even longer gaffe in Capra's ""You Can't Take It with You"" from 1938.)A more egregious example of visual inattention comes during a physical argument between the Wyman and Smith characters. For the actual fight, in which the two flip each other over with quick arm twists, it's all too obvious that stunt doubles are used. The doubles' faces, which look nothing like those of the two actresses (they may even be men), are repeatedly shown, and the hair color and length of the Smith double doesn't come close to matching the hair of Smith. Who was minding the store when this was shot? It's the kind of mistake that makes all kinds of viewers, not just movie buffs, roll their eyes.To its credit, the film does lay out, in albeit cliche form, the reality of class differences. But both rich and not-so-rich are given gentle appreciative treatment. Clearly, the viewer is supposed to side with the more down-to-earth characters of Crosby and Wyman, but the rich are not cardboard villains, either. It's almost as if the message is that there is a time and place (and hope) for people from all walks of life.""Here Comes the Groom"" (a clever title in itself) is a product of the pop culture of its time; it's all-white (save for Armstrong), and traditional gender roles hold sway. But look beyond that and you will find a film that you probably didn't know you would like so well. Crosby, as top comic banana, plays his likeable persona perhaps better than ever, and the film leaves lots of smiles in its wake. The ending may be predictable, but this is a movie in which it's just fun to see the character-based twists and turns that steer the plot to its conclusion.",9
379,4,Master of the Cultured Ad-lib,"Frank Capra in his autobiography called Bing Crosby, ""the master of the cultured ad-lib."" A lot of time Crosby would drop several ad-libs into a script and Capra kept them in. According to Capra they were betterthan what the screenwriter had written. Of course partnering with Bob Hope in several films and thousands of radio, television, and live shows Bing had to be quick on the uptake.Capra wanted to do another of his populist films like Mr. Deeds etc., in the three picture deal he signed with Paramount. But after doing Riding High and doing it well with Bing Crosby, he wanted to do one of his type film. The Paramount brass said no, but since he was unhappy at Paramount they agreed to drop their last picture commitment on his contract for one more Crosby film. Just make a good one.Capra was as good as his word. This film is entertainment plus and a lot of that has to do with the chemistry between Bing and Jane Wyman. Most of Crosby's leading ladies were nice women who just melted with the Crosby charm. Not so here. Ms. Wyman gives as good with the wisecracks as Crosby does and is no pushover. What she is here is a fiancé who's grown tired of waiting for her man who's out gallivanting all over the world as per his job as correspondent. When he finally does come back he has two French orphans in tow. But Jane's decided to marry millionaire Franchot Tone. Bing has to get her back or those kids will be deported. That's where the fun starts.By now Paramount was giving Crosby vehicles some respectable budgets and that included letting Frank Capra hire a lot of his favorite supporting players. Those folks make a Capra film an enjoyable experience.Franchot Tone does nicely as millionaire rival and critics were astounded at Alexis Smith who turned out to have a real flair for comedy. Funny parts she wasn't getting at Warner Brothers. She plays a ""kissing"" cousin of Franchot Tone and figures prominently in Bing's machinations.They were also astounded at Jane Wyman who nobody realized could sing. Why they were is beyond me since she did start in musical choruses. The song In the Cool Cool Cool of the Evening by Hoagy Carmichael and Johnny Mercer won an Oscar for best song and became one of Bing's million selling records, dueted with Jane Wyman on screen and on vinyl.The rest of the score is by Jay Livingston and Ray Evans who were under contract to Paramount and for some reason or other never wrote another Crosby film score. Probably because Paramount didn't assign them because many years later they scored and arranged a whole album of duets with Bing and Rosemary Clooney called That Traveling Two Beat Time. And Bing did pretty good with a song written for his friend Bob Hope by them called Silver Bells.One of the Livingston-Evans songs was a patented philosophical number called Your Own Little House. A nice song on record, on screen it's a great impromptu style number that so many of Crosby's seemed to be. Sung with a group of kids who are French war orphans, Bing does some gentle kidding of fellow entertainers Jimmy Durante and Maurice Chevalier.This is one of Bing's best and great entertainment.",9
389,4,Alex Jones - Master Actor,"If you want to see a man who lies so much that he almost believes himself then watch the acting genius that is Alex Jones.Behold a man who managed to dupe thousands of uninformed people by making himself seem like a loud honest Texas family man. Behold a man who serves his capitalist Koch masters so well that he doesn't go a day without badmouthing communism and socialism. Behold a man who respected the conservative tool Glenn Beck and then, after Beck called him a psycho, began to talk a little less respectfully about Beck. Behold a man who tries to exploit every opportunity to make himself more popular, the way he did with the 9/11 truth movement. Behold a man who constantly quotes the British intelligence project Wikipedia. That deceiving man is Alex 1776 Jones, a true American patriot who constantly violates the constitution.Jones stumbles from time to time. He's intelligent enough to realize what a disgusting person he is. But then he remembers that he gets paid for it and keeps on lying.",1
389,1,Better than the Godfather II but not as good as the first Godfather,Better than the Godfather II but not as good as the first Godfather - That is saying a lot - Man would I like to be that Lucky Pierre... The cinematography will blow your hair back while the brilliant acting will certainly knock your socks off. To call this a movie is to state that hundreds of people were killed in world war II - This is not a movie - It's Really Good Art!,9
393,7,"A well-made, old-fashioned yarn, but the laid-back ballad-like tone will be too insubstantial for some","Of all the young American writer/directors to break through in the last few years, for me, Jeff Nichols and David Lowery stand tall; in particular, Nichols's Take Shelter (2011), and Lowery's Ain't Them Bodies Saints (2013) and the existential masterpiece that was A Ghost Story (2017). Both filmmakers are five-for-five thus far, with even Lowery's mainstream Disney remake, Pete's Dragon (2016), managing to impress in all sorts of ways I wasn't expecting. Apart from being enjoyable in its own right, it also showed us that Lowery is as comfortable making personal small-scale character dramas as he is big-budget special effects blockbusters. With The Old Man & the Gun, he stands somewhere between - it's not as intimate as St. Nick (2009), Ain't Them Bodies Saints, or A Ghost Story, but neither is it as mainstream as Pete's Dragon. Originally touted as Robert Redford's final performance, although he has walked that claim back somewhat, The Old Man & the Gun is a laid-back ballad-like elegy to both the character Redford is playing and to Redford himself. Filmed in the style of a 1970's indie, Old Man is so tied to Redford as a performer as to be virtually self-referential. In short, if you're not a fan of the actor, you will get absolutely nothing from this film.Telling the ""mostly true"" story of Forrest Tucker, Lowery's script is based primarily on David Grann's 2003 New Yorker article of the same name. By the time of the article, the 83-year-old Tucker, who had been robbing banks since his early 20s, had amassed at least 80 successful jobs and escaped from prison 18 times. Usually described by the tellers from whom he stole as ""gentlemanly"" and ""charming"", his M.O. never changed - he would walk into a bank and ask if he could open an account. When asked what kind, he would pull back his coat, showing his gun (which was often unloaded, and which he never fired), assure the teller that he didn't want any trouble, and quietly talk them through the process of emptying their till. He would then wish them the best, tell them they'd done well, and walk out. The story takes place in 1981, when Tucker was 61 (although in the film, he's 76), and had recently escaped from San Quentin. Meeting a widow named Jewel (Sissy Spacek), after pulling off a job, they strike up a tentative romance. Meanwhile, he is pursued by Det. John Hunt (Casey Affleck), who is starting to respect him more and more.The first thing you'll notice about Old Man is its pace, which is measured, to say the least. Ostensibly, this is a heist film, but the crime narrative is very much secondary to tone and character beats. Lowery is relatively uninterested in excitement, suspense, plot twists, or any of the usual generic tropes. Instead, approaching the material casually, he focuses on a year of Tucker's life, with a tone as mellow as a film can be; rather than a shot of absinthe, it's a fine Irish malt drunk at a fireplace. Indeed, even within this structure, there's not a huge amount of character development, nor is there much of a dramatic arc. And that's not a criticism. Rather, the meditative, quasi-somnolent pace is very much one of the film's charms. Additionally, Lowery almost completely ignores what, for many, would be the most interesting part of Tucker's story - his 18 escapes. Instead, he puts them all together into one superb montage.However, for all that, Lowery's primary goal is to create an ode to an icon, and that icon is Robert Redford. Tucker's story is a vehicle which Lowery uses to celebrate Redford; the character is always there, but he exists behind the actor, rather than the other way around. The audience is never allowed to forget that this is Robert Redford on screen, to the point where the performance is self-referential. Indeed, during the escape montage, there's even a clip of Redford from another film, The Chase (1966). There's an obvious correlation between Tucker and Redford of which Lowery wants the audience to be very aware - they are both elderly, and still doing what they do best, reluctant to stop. We can never look past the fact that Tucker is played by Redford, and for the most part, Redford is playing Redford, with the film existing in large part only because it explicitly leans on his back catalogue and real-life legacy. Essentially, the whole thing is an extended metatextual allegory for Redford's own impending retirement, not to mention his reluctance to let go.As one would expect from Lowery, aesthetically, the film is fascinating. Lowery is very unusual in the sense that, thus far, he has never used the same cinematographer twice. Here, he uses Joe Anderson, whose cinematography is extremely unique, with the celluloid having a gritty, grainy quality, almost as if it were an amateur project. This is because Lowery shot on Super 16, doing so because he wanted it to look like it had been made in the period in which it was set. This is in direct contrast to, say, how Michael Mann shot Public Enemies (2009), with the use of fast, seemingly anachronistic, digital photography creating a sense that what was happening on screen wasn't necessarily taking place in the past, but could easily have been taking place right now. Lowery, in contrast, tries to suture the viewer into the past milieu.Another important aesthetic point is how much Lowery has obviously been influenced by Michael Mann, to whom there are several homages - a scene in a diner recalls a similarly shot scene between James Caan and Tuesday Weld in Thief (1981); the scene in the toilet where Hunt approaches Tucker is an obvious nod to Al Pacino confronting Robert De Niro in Heat (1995); and the scene of Tucker gaining inspiration whilst sitting in a cinema recalls a scene where Dillinger (Johnny Depp) does the same thing in Public Enemies.In terms of problems, there are a few. For many, the film will depend far too much on Redford, specifically the self-referential allusions to his career and legacy. If you're not a fan of his, you will get zero from this, absolutely nothing. Similarly, if you aren't familiar with at least some of his previous work, and his status in Hollywood, the whole thing will probably seem inconsequential. Another problem I have concerns Affleck. I know he's a celebrated actor and so forth, but for me, he plays himself in every single movie. There is virtually nothing to distinguish Hunt from Robert Ford in The Assassination of Jesse James by the Coward Robert Ford (2007) or Les Chandler from Manchester by the Sea (2016), or either of his performances in previous Lowery films. Every performance he gives, he plays a character with the weight of the world on his shoulders, shuffling around, speaking in a low-key hang-dog voice, reluctant to make eye contact, shifting on his feet.Lowery also has a strange habit of introducing themes which seem to be setting something up, only to completely abandon them without any kind of engagement. This is most obvious in relation to Hunt's inter-racial marriage to Maureen (Tika Sumpter) and their two mixed-race children. This is a fictional element added by Lowery, so one assumes there was some thought behind it. But this is Texas in 1981; there wouldn't have been a huge amount of mixed marriages. Yet Lowery seems to portray it as if it's the most normal thing in the world. Indeed, for the wife and children, life is fairly idyllic, with not a hint of any kind of societal disapproval. Why would you introduce a mixed-race marriage into this milieu without commenting on it?These issues aside, however, The Old Man & the Gun is a fine film. As much about Robert Redford as it is Forrest Tucker, although that won't appeal to everyone, there is much to praise. Made in a key so low, it's practically subterranean, Lowery hinges everything on Redford's presence, and, for the most part, it works well. There's little in here to get overly excited about, but neither is there much to criticise. Yes, the film is somewhat insubstantial, and there's virtually nothing here beyond the Redford/Tucker character, but it's still beautifully made, and, honestly, there's nothing wrong with spending 93 minutes hanging out with Redford, whether he's playing Forrest Tucker or Robert Redford. Whether or not this is actually his last performance remains to be seen, but if it is, it's as fine a send-off as any Hollywood icon could hope for.",7
393,2,"Interesting true story, but lacklustre execution","'The Old Man & The Gun' is Robert Redford's final acting role. It's not quite a fitting finale - he's great as Forrest Tucker, the aging bank robber, but the overall film fall's a little flat. Based on a true story, most of his exciting adventures and prison breaks are glossed over, in favour of him finding late-life love with (Spacek). He can't curb his compulsion to rob banks however, and it assisted by Teddy (Glover) & Waller (Waits), but underutilised.Detective Hunt (Affleck) is the Texas cop out to catch him - we also spend unnecessary amounts of time with his home-life. The chemistry between Redford and Spacek is good, and he's still as charming as ever. Affleck plays an exhausted cop as almost too dreary. Instead of seeing any heist planning or prison breaks (besides a montage), we instead get Redford and Spacek talking in a diner, walking, or making tea.Thankfully, it's a quick 90min film, but the pacing and action could've been much better. Tehre's some chuckles, but nothing hilarious. You're better off re-watching 'The Sting'!",5
393,1,A Calm and Relaxing Watch,"When have you ever been able to sit back and watch a man commit a crime with a smile on his face and not even feel remotely bad for the people he is victimizing? Personally, I always watch heist movies and feel bad for the victims, regardless of how truly endangered they are. If your leading man or lady has good intentions, then it becomes easier to watch, but I've never quite had an experience like The Old Man and the Gun before. This is a film that takes its time telling the story at hand and there's hardly ever an exciting moment, but it never feels like it drags. This is (surprisingly) a true story that I believe everyone will get a kick out of and here's why.Following Forrest Tucker (Robert Redford) after he has escaped from prison, The Old Man and the Gun is really just about a man who doesn't have many years left in his life and simply wishes to do what makes him happy. Robbing banks in the most polite way that he possibly can, without ever harming anyone, and pretty much always getting away with it, the character of Forrest is absolutely perfect for the way this film portrays him. Whether he's in a high-speed chase to the sound of a calm country song or sitting in a diner with a woman whom he's trying to form a connection with, this is truly one of the most relaxing experiences I think I've ever had at the movies in quite some time.Robert Redford has always been a likable screen presence. Since his early days in movies like Butch Cassidy and the Sundance Kid to even small roles in films like Pete's Dragon today, he has always had the charisma to charm his audience. This may very well be his final performance and if that's really the case, I believe he has gone out on a very high note. I don't believe this film isn't going to win any awards or really be nominated for all that much, but in terms of purely enjoying a character on-screen, The Old Man and the Gun delivers on everything you'd expect, and then some.Yes, as I said, this is a very calm film, so what's a calm experience without the much-needed elements. For a movie like this, you'd expect a slow score and music that will put you at ease, along with some solid comedy in the moments where he may be going a little too far for his particular characteristics. The film provides all of that and more. There were moments where I felt he was about to go out of character, but then the film either came up with a joke to make you feel comfortable about his choices or played a country song that was so on the nose that it makes you laugh. For as slow as this film is, it never once had me checking my watch. This 90-minute film flies by, even with its slow pace.In the end, The Old Man and the Gun is the type of film that's very hard to find a complaint about. It has a specific direction and it sticks with it throughout its entire duration. It's about a wanted gentleman who goes under the radar and robs banks, finds love and is continuously hunted by the police (namely a cop played by Casey Affleck, who is also extremely enjoyable in the movie). Look, if you're looking for a complex cops and robbers story, then I would look elsewhere, but if you just want to relax at the movies and have a good time, this is the perfect film for exactly that. The Old Man and the Gun comes highly recommended from me.",9
