"cID","sChurn","sAge","sIncome","sGender","sEmployment","sRelationship","sSexuality","sGenre","sSelection","sPricing","sSuggestions","sUsability","sRecommend"
"804",NULL,"55-64","74,999-99,999","Male","Student","Married","Bisexual","Animation","5","3","10","6","1"
"805",NULL,"45-54","15,000>",NULL,"Full","Single",NULL,"Action","0","2","5","9","9"
"806",NULL,"55-64","74,999-99,999",NULL,"Part","Single","Other","Biography","4","0","1","4","4"
"807",NULL,"45-54","74,999-99,999","Non-binary","Student","Single",NULL,"Animation","0","4","2","5","8"
"808",NULL,"55-64","50,000-74,999","Other","Part","Partnered","Heterosexual","Crime","3","2","5","8","4"
"809",NULL,"35-44","15,000>","Non-binary","None",NULL,"Bisexual","Animation","5","8","1","6","5"
"810",NULL,"18-24","15,000>","Non-binary","Full","Single","Heterosexual","Adventure","10","5","1","0","8"
"811",NULL,"25-34","15,000-34,999","Male","None","Seperated","Other","Crime","4","10","5","7","6"
"812",NULL,"18-24","35,000-49,999","Male","Part","Seperated","Gay/Lesbian","Crime","9","0","3","3","7"
"813",NULL,"25-34","35,000-49,999",NULL,"None","Married","Other","Biography","8","8","3","7","8"
"814",NULL,"25-34","74,999-99,999",NULL,"Student","Married","Bisexual","Action","8","5","2","5","0"
"815",NULL,"25-34","50,000-74,999","Other","None",NULL,"Gay/Lesbian","Animation","2","3","9","5","7"
"816",NULL,"55-64","74,999-99,999","Other","None","Married","Bisexual","Adventure","2","5","1","5","6"
"817",NULL,"25-34","15,000-34,999","Feamle","Full","Seperated",NULL,"Biography","8","9","0","8","6"
"818",NULL,"18-24","35,000-49,999","Feamle","Full",NULL,"Gay/Lesbian","Adventure","3","10","9","10","0"
"819",NULL,"45-54","15,000-34,999","Feamle","None","Seperated","Bisexual","Adventure","6","7","2","10","5"
"820",NULL,"45-54","35,000-49,999","Feamle","None",NULL,"Bisexual","Biography","1","5","10","3","6"
"821",NULL,"18-24","50,000-74,999",NULL,"Self","Seperated","Other","Biography","6","10","0","9","2"
"822",NULL,"18-24","74,999-99,999","Non-binary","Part","Seperated","Other","Action","1","8","4","4","6"
"823",NULL,"35-44","50,000-74,999","Male","Student","Seperated",NULL,"Action","2","6","2","9","10"
"824",NULL,"18-24","15,000>","Non-binary","Part","Single","Heterosexual","Adventure","1","6","7","6","2"
"825",NULL,"18-24","74,999-99,999","Feamle","Student","Seperated",NULL,"Crime","2","3","3","10","1"
"826",NULL,"35-44","50,000-74,999","Non-binary","None","Married",NULL,"Crime","1","4","9","3","6"
"827",NULL,"45-54","15,000-34,999",NULL,"Self",NULL,"Heterosexual","Action","5","2","0","8","6"
"828",NULL,"45-54","15,000>",NULL,"None","Single","Heterosexual","Animation","0","10","0","8","9"
"829",NULL,"18-24","35,000-49,999","Other","Student","Partnered","Other","Animation","5","5","5","7","0"
"830",NULL,"25-34","15,000>","Other","Full","Married",NULL,"Crime","8","4","2","9","4"
"831",NULL,"25-34","15,000-34,999","Other","Part",NULL,"Heterosexual","Animation","9","9","10","0","1"
"832",NULL,"25-34","15,000>",NULL,"Student","Married","Bisexual","Crime","10","10","9","9","5"
"833",NULL,"45-54","35,000-49,999","Non-binary","Part","Single",NULL,"Crime","5","7","1","8","3"
"834",NULL,"25-34","50,000-74,999","Other","Full","Married","Heterosexual","Action","10","0","2","4","3"
"835",NULL,"45-54","35,000-49,999","Other","Part","Married",NULL,"Crime","10","0","1","6","2"
"836",NULL,"45-54","50,000-74,999","Non-binary","Self","Seperated",NULL,"Crime","3","5","1","0","7"
"837",NULL,"18-24","15,000-34,999",NULL,"Full","Partnered","Bisexual","Animation","6","6","5","10","9"
"838",NULL,"18-24","35,000-49,999","Non-binary","Full","Single","Other","Animation","8","1","0","6","8"
"839",NULL,"18-24","74,999-99,999","Non-binary","Student","Partnered","Heterosexual","Crime","7","10","3","3","5"
"840",NULL,"35-44","15,000>","Male","Student","Married","Other","Action","4","4","10","3","5"
"841",NULL,"45-54","15,000>","Other","Full","Seperated","Gay/Lesbian","Adventure","8","9","0","4","10"
"842",NULL,"35-44","15,000>","Male","Self",NULL,"Gay/Lesbian","Biography","7","10","0","0","2"
"843",NULL,"35-44","74,999-99,999","Other","Self","Partnered","Gay/Lesbian","Animation","9","0","6","5","9"
"844",NULL,"55-64","50,000-74,999",NULL,"Student","Seperated",NULL,"Biography","10","4","7","2","1"
"845",NULL,"45-54","35,000-49,999",NULL,"None","Partnered","Gay/Lesbian","Action","6","9","5","4","9"
"846",NULL,"18-24","35,000-49,999","Non-binary","Self","Single",NULL,"Adventure","7","1","7","6","9"
"847",NULL,"18-24","15,000-34,999","Non-binary","None","Married","Heterosexual","Animation","10","6","1","1","2"
"848",NULL,"18-24","35,000-49,999","Feamle","Student","Seperated","Gay/Lesbian","Biography","0","4","4","5","6"
"849",NULL,"35-44","74,999-99,999","Other","Part",NULL,NULL,"Crime","5","6","10","5","9"
"850",NULL,"35-44","74,999-99,999",NULL,"Part","Married","Other","Crime","9","1","5","2","7"
"851",NULL,"18-24","35,000-49,999",NULL,"Full","Seperated","Other","Action","0","10","7","8","0"
"852",NULL,"45-54","15,000>","Non-binary","Self","Seperated","Bisexual","Crime","5","9","2","8","6"
"853",NULL,"35-44","35,000-49,999","Feamle","Self","Seperated","Other","Biography","4","9","6","4","2"
"854",NULL,"35-44","74,999-99,999","Non-binary","Self","Married","Bisexual","Crime","1","5","5","4","4"
"855",NULL,"55-64","74,999-99,999","Male","Part","Married","Heterosexual","Crime","0","7","3","0","7"
"856",NULL,"45-54","50,000-74,999","Non-binary","Part","Single",NULL,"Action","1","2","8","7","3"
"857",NULL,"45-54","15,000>","Other","None","Married","Other","Animation","8","2","4","8","3"
"858",NULL,"18-24","50,000-74,999","Feamle","None",NULL,"Bisexual","Action","9","8","2","5","5"
"859",NULL,"35-44","74,999-99,999","Feamle","Part","Partnered","Other","Biography","6","1","1","4","0"
"860",NULL,"45-54","35,000-49,999","Other","Part","Single","Bisexual","Adventure","0","10","4","7","6"
"861",NULL,"18-24","15,000-34,999",NULL,"Full","Seperated","Other","Action","2","5","0","2","0"
"862",NULL,"25-34","50,000-74,999","Male","Part","Single","Gay/Lesbian","Biography","6","0","1","10","5"
"863",NULL,"35-44","15,000-34,999","Other","Self",NULL,NULL,"Crime","5","8","3","6","8"
"864",NULL,"35-44","50,000-74,999","Feamle","Student","Single","Heterosexual","Action","3","3","7","4","7"
"865",NULL,"45-54","15,000>","Feamle","Student","Single","Other","Animation","9","6","10","9","7"
"866",NULL,"25-34","74,999-99,999",NULL,"Self","Seperated","Gay/Lesbian","Biography","2","6","0","5","1"
"867",NULL,"55-64","74,999-99,999","Male","None","Seperated",NULL,"Adventure","8","0","0","6","1"
"868",NULL,"18-24","35,000-49,999","Non-binary","None","Seperated",NULL,"Adventure","6","1","9","2","10"
"869",NULL,"18-24","74,999-99,999","Feamle","None","Married","Bisexual","Animation","8","10","3","2","5"
"870",NULL,"25-34","15,000>","Other","Part","Single",NULL,"Adventure","6","8","6","5","8"
"871",NULL,"25-34","15,000>","Non-binary","Part","Married","Heterosexual","Action","4","4","5","8","1"
"872",NULL,"45-54","15,000-34,999","Feamle","None",NULL,"Heterosexual","Biography","4","5","0","2","6"
"873",NULL,"35-44","15,000-34,999",NULL,"Student","Single","Gay/Lesbian","Biography","10","6","8","1","2"
"874",NULL,"25-34","15,000-34,999","Non-binary","Self","Partnered","Heterosexual","Adventure","6","8","4","8","6"
"875",NULL,"35-44","15,000>",NULL,"None",NULL,"Other","Action","0","5","4","5","5"
"876",NULL,"55-64","35,000-49,999","Feamle","Self",NULL,"Gay/Lesbian","Animation","4","3","2","6","1"
"877",NULL,"18-24","15,000>","Male","Self","Married","Heterosexual","Animation","8","6","0","7","5"
"878",NULL,"35-44","50,000-74,999","Non-binary","Part","Seperated","Bisexual","Animation","1","6","8","1","4"
"879",NULL,"45-54","35,000-49,999","Other","None","Married","Gay/Lesbian","Biography","1","4","4","4","8"
"880",NULL,"55-64","15,000>","Feamle","Student","Partnered","Gay/Lesbian","Action","7","3","6","0","9"
"881",NULL,"18-24","50,000-74,999","Feamle","Student","Married","Bisexual","Crime","4","7","4","9","6"
"882",NULL,"45-54","74,999-99,999","Other","Student","Seperated","Gay/Lesbian","Action","2","5","2","7","6"
"883",NULL,"25-34","15,000-34,999","Non-binary","Part","Single","Heterosexual","Biography","2","4","10","5","1"
"884",NULL,"25-34","35,000-49,999",NULL,"None","Single",NULL,"Biography","10","9","5","3","3"
"885",NULL,"55-64","15,000-34,999","Other","None","Single","Gay/Lesbian","Crime","5","8","7","2","6"
"886",NULL,"25-34","50,000-74,999","Non-binary","Part","Single","Gay/Lesbian","Animation","0","10","7","2","7"
"887",NULL,"18-24","74,999-99,999","Feamle","Student","Seperated","Bisexual","Biography","5","0","0","10","6"
"888",NULL,"35-44","74,999-99,999","Feamle","Student",NULL,NULL,"Adventure","5","6","4","8","7"
"889",NULL,"35-44","35,000-49,999","Male","Self","Single","Other","Crime","1","10","1","1","4"
"890",NULL,"55-64","74,999-99,999","Non-binary","None","Single",NULL,"Biography","8","10","8","4","1"
"891",NULL,"35-44","15,000-34,999","Other","Full","Partnered","Gay/Lesbian","Adventure","0","1","9","9","8"
"892",NULL,"25-34","15,000>","Male","None","Seperated","Other","Biography","6","3","0","9","10"
"893",NULL,"55-64","35,000-49,999","Other","Part","Single","Gay/Lesbian","Crime","8","0","6","6","2"
"894",NULL,"18-24","15,000-34,999","Other","None",NULL,"Bisexual","Crime","1","9","6","3","7"
"895",NULL,"55-64","15,000>","Non-binary","Part","Seperated",NULL,"Adventure","4","7","0","4","5"
"896",NULL,"45-54","15,000-34,999","Non-binary","Self",NULL,"Other","Adventure","7","7","9","8","3"
"897",NULL,"55-64","35,000-49,999","Male","None","Single","Other","Adventure","3","10","8","10","2"
"898",NULL,"45-54","50,000-74,999","Feamle","Part",NULL,"Gay/Lesbian","Adventure","2","9","3","9","3"
"899",NULL,"18-24","15,000-34,999","Non-binary","Self","Partnered","Bisexual","Action","4","6","7","6","1"
"900",NULL,"35-44","15,000>",NULL,"Part","Seperated","Other","Crime","6","9","0","9","3"
"901",NULL,"55-64","15,000>","Other","Student","Partnered","Gay/Lesbian","Animation","3","4","3","4","5"
"902",NULL,"45-54","74,999-99,999","Non-binary","Full",NULL,"Gay/Lesbian","Action","7","8","9","6","0"
"903",NULL,"55-64","74,999-99,999","Male","Student","Married","Heterosexual","Adventure","10","8","2","0","9"
"904",NULL,"35-44","74,999-99,999","Other","Self",NULL,"Gay/Lesbian","Adventure","4","6","7","0","1"
"905",NULL,"45-54","50,000-74,999","Non-binary","None","Seperated","Gay/Lesbian","Crime","2","6","1","8","5"
"906",NULL,"25-34","74,999-99,999","Male","Part","Partnered","Heterosexual","Action","9","9","7","6","6"
"907",NULL,"55-64","50,000-74,999",NULL,"None","Seperated","Bisexual","Action","8","0","3","2","5"
"908",NULL,"25-34","50,000-74,999","Other","None","Seperated","Bisexual","Adventure","4","0","2","7","1"
"909",NULL,"18-24","35,000-49,999",NULL,"Student",NULL,"Bisexual","Action","4","4","1","9","9"
"910",NULL,"25-34","74,999-99,999","Feamle","None","Single","Heterosexual","Biography","9","6","7","7","9"
"911",NULL,"45-54","15,000-34,999",NULL,"None","Married","Other","Crime","1","3","6","6","6"
"912",NULL,"55-64","50,000-74,999","Other","Self",NULL,"Heterosexual","Biography","6","0","5","7","6"
"913",NULL,"45-54","74,999-99,999","Feamle","Student","Single",NULL,"Animation","6","0","2","8","3"
"914",NULL,"55-64","74,999-99,999","Feamle","Full","Partnered","Gay/Lesbian","Animation","0","0","1","6","7"
"915",NULL,"55-64","74,999-99,999","Other","Student","Single","Other","Adventure","4","10","2","0","6"
"916",NULL,"18-24","15,000-34,999","Male","None","Seperated",NULL,"Crime","2","7","10","5","6"
"917",NULL,"45-54","35,000-49,999","Other","Part","Partnered","Bisexual","Crime","0","8","2","6","1"
"918",NULL,"55-64","35,000-49,999","Feamle","Self","Single",NULL,"Adventure","7","6","0","10","3"
"919",NULL,"55-64","15,000-34,999","Other","Part","Partnered","Other","Adventure","5","5","4","1","8"
"920",NULL,"45-54","35,000-49,999","Feamle","Self","Seperated","Heterosexual","Biography","8","0","6","0","0"
"921",NULL,"45-54","74,999-99,999",NULL,"Student","Single",NULL,"Animation","5","3","10","6","8"
"922",NULL,"55-64","35,000-49,999","Male","Part","Partnered","Gay/Lesbian","Action","8","3","5","3","1"
"923",NULL,"45-54","50,000-74,999","Non-binary","Full","Seperated","Bisexual","Animation","0","5","3","4","9"
"924",NULL,"45-54","74,999-99,999","Other","Student","Seperated",NULL,"Biography","4","7","7","7","7"
"925",NULL,"18-24","50,000-74,999","Feamle","Student","Partnered","Bisexual","Adventure","7","10","3","3","4"
"926",NULL,"35-44","74,999-99,999","Male","Part","Partnered","Other","Adventure","1","6","6","7","4"
"927",NULL,"55-64","50,000-74,999","Non-binary","Self","Single",NULL,"Animation","3","6","10","2","3"
"928",NULL,"25-34","15,000>",NULL,"None","Married",NULL,"Action","0","9","1","7","3"
"929",NULL,"55-64","15,000>","Other","None",NULL,NULL,"Biography","2","6","10","2","1"
"930",NULL,"55-64","35,000-49,999","Male","Part","Partnered","Bisexual","Animation","10","8","9","10","9"
"931",NULL,"25-34","50,000-74,999","Non-binary","Part","Married","Gay/Lesbian","Animation","9","0","2","4","9"
"932",NULL,"25-34","50,000-74,999",NULL,"Self","Partnered","Heterosexual","Crime","3","4","6","10","10"
"933",NULL,"55-64","35,000-49,999","Other","Part","Married","Gay/Lesbian","Action","3","8","8","5","10"
"934",NULL,"45-54","35,000-49,999","Male","Self","Married","Gay/Lesbian","Adventure","5","10","10","0","7"
"935",NULL,"25-34","15,000-34,999","Non-binary","None","Seperated","Bisexual","Biography","2","5","1","10","8"
"936",NULL,"25-34","15,000>","Non-binary","Part","Seperated","Bisexual","Action","9","10","4","3","10"
"937",NULL,"18-24","74,999-99,999","Non-binary","Student","Married",NULL,"Biography","6","1","2","4","8"
"938",NULL,"18-24","35,000-49,999","Other","None","Partnered","Other","Animation","7","0","3","0","3"
"939",NULL,"25-34","15,000-34,999","Male","Student","Single",NULL,"Crime","0","4","2","4","4"
"940",NULL,"18-24","15,000>","Non-binary","Student",NULL,"Other","Animation","9","6","4","5","1"
"941",NULL,"55-64","35,000-49,999","Other","Full","Married",NULL,"Biography","1","9","9","1","5"
"942",NULL,"18-24","15,000-34,999","Non-binary","Self",NULL,NULL,"Adventure","6","6","10","7","7"
"943",NULL,"55-64","35,000-49,999","Other","Part",NULL,"Other","Action","9","8","5","8","10"
"944",NULL,"35-44","74,999-99,999","Other","None",NULL,NULL,"Action","6","4","0","10","2"
"945",NULL,"18-24","50,000-74,999","Non-binary","Student","Partnered","Bisexual","Crime","6","8","8","6","7"
"946",NULL,"18-24","35,000-49,999","Non-binary","None","Single","Other","Adventure","10","9","8","6","8"
"947",NULL,"25-34","15,000>","Feamle","Self","Single","Heterosexual","Crime","4","1","5","3","10"
"948",NULL,"25-34","35,000-49,999","Non-binary","None","Single","Other","Crime","7","0","9","8","6"
"949",NULL,"25-34","74,999-99,999","Feamle","Part","Single",NULL,"Adventure","0","5","2","3","6"
"950",NULL,"35-44","50,000-74,999","Non-binary","Full","Married",NULL,"Biography","5","5","10","1","1"
"951",NULL,"25-34","50,000-74,999","Male","Self","Single","Other","Crime","2","4","5","9","4"
"952",NULL,"55-64","15,000-34,999","Non-binary","Part",NULL,"Bisexual","Action","3","4","1","4","10"
"953",NULL,"18-24","50,000-74,999","Non-binary","None",NULL,"Heterosexual","Crime","4","1","4","2","1"
"954",NULL,"55-64","15,000-34,999","Non-binary","None","Married",NULL,"Action","0","9","10","9","2"
"955",NULL,"45-54","15,000>","Other","Self",NULL,"Bisexual","Animation","7","8","10","7","9"
"956",NULL,"18-24","15,000-34,999","Feamle","None",NULL,"Heterosexual","Adventure","6","3","5","8","2"
"957",NULL,"55-64","35,000-49,999","Non-binary","Self","Seperated",NULL,"Crime","6","6","6","6","9"
"958",NULL,"35-44","35,000-49,999","Non-binary","Student","Seperated","Bisexual","Adventure","1","4","5","1","3"
"959",NULL,"18-24","15,000>",NULL,"None","Partnered","Gay/Lesbian","Animation","2","0","3","10","8"
"960",NULL,"55-64","15,000>","Male","Part","Married","Heterosexual","Biography","8","4","1","10","7"
"961",NULL,"18-24","74,999-99,999","Feamle","None","Married","Gay/Lesbian","Animation","8","0","2","1","2"
"962",NULL,"55-64","35,000-49,999","Other","None","Seperated",NULL,"Biography","10","9","6","2","2"
"963",NULL,"35-44","74,999-99,999","Non-binary","None",NULL,"Gay/Lesbian","Biography","5","10","0","0","10"
"964",NULL,"25-34","50,000-74,999","Feamle","Self",NULL,NULL,"Adventure","9","2","5","0","8"
"965",NULL,"25-34","15,000-34,999","Male","Part",NULL,"Gay/Lesbian","Biography","1","5","0","5","4"
"966",NULL,"45-54","74,999-99,999","Feamle","None","Partnered","Other","Action","3","8","0","0","2"
"967",NULL,"35-44","15,000>","Non-binary","None","Seperated","Bisexual","Crime","5","2","0","1","1"
"968",NULL,"35-44","50,000-74,999","Other","Part","Seperated","Heterosexual","Action","0","9","6","0","2"
"969",NULL,"35-44","50,000-74,999","Feamle","Part",NULL,"Gay/Lesbian","Adventure","4","10","7","2","5"
"970",NULL,"45-54","50,000-74,999","Male","Full",NULL,"Heterosexual","Biography","4","6","3","7","8"
"971",NULL,"35-44","15,000>","Male","Full","Seperated","Gay/Lesbian","Action","10","3","0","5","3"
"972",NULL,"55-64","74,999-99,999","Feamle","Self",NULL,"Gay/Lesbian","Crime","4","8","0","9","0"
"973",NULL,"55-64","74,999-99,999","Feamle","Self","Seperated","Gay/Lesbian","Action","9","5","8","0","10"
"974",NULL,"55-64","15,000>","Non-binary","Part","Seperated","Other","Crime","1","7","4","0","1"
"975",NULL,"35-44","35,000-49,999","Other","Student","Married","Gay/Lesbian","Adventure","10","5","0","8","2"
"976",NULL,"55-64","50,000-74,999","Other","Part","Partnered","Bisexual","Biography","9","4","1","7","3"
"977",NULL,"25-34","15,000-34,999","Feamle","Full","Single","Bisexual","Animation","5","8","6","7","3"
"978",NULL,"25-34","15,000-34,999","Other","None","Partnered","Other","Crime","5","6","2","1","6"
"979",NULL,"35-44","15,000>","Feamle","Full","Seperated","Gay/Lesbian","Adventure","5","7","5","3","7"
"980",NULL,"25-34","50,000-74,999",NULL,"Self",NULL,NULL,"Adventure","6","1","5","3","10"
"981",NULL,"45-54","74,999-99,999","Male","Self","Married",NULL,"Action","7","2","7","3","10"
"982",NULL,"35-44","15,000-34,999",NULL,"Part",NULL,"Bisexual","Crime","10","9","7","4","2"
"983",NULL,"18-24","15,000>",NULL,"Part","Single","Bisexual","Action","4","7","4","8","6"
"984",NULL,"55-64","15,000>","Other","None",NULL,"Heterosexual","Crime","5","4","9","3","6"
"985",NULL,"45-54","15,000-34,999","Other","Full","Seperated","Bisexual","Biography","9","1","1","4","6"
"986",NULL,"55-64","35,000-49,999","Non-binary","Self","Married","Gay/Lesbian","Crime","3","0","5","8","3"
"987",NULL,"45-54","15,000-34,999","Feamle","Self","Single","Heterosexual","Action","0","4","9","10","0"
"988",NULL,"45-54","50,000-74,999","Other","Student",NULL,"Gay/Lesbian","Crime","5","5","2","2","4"
"989",NULL,"55-64","15,000-34,999",NULL,"Self",NULL,"Heterosexual","Biography","3","4","3","10","4"
"990",NULL,"25-34","15,000>","Non-binary","None","Partnered",NULL,"Adventure","4","1","10","7","8"
"991",NULL,"25-34","15,000-34,999","Non-binary","Part","Single","Bisexual","Action","8","4","7","1","0"
"992",NULL,"18-24","15,000>","Feamle","Student","Single","Gay/Lesbian","Biography","9","1","10","5","8"
"993",NULL,"55-64","15,000>","Male","Full","Married","Gay/Lesbian","Biography","8","6","10","4","1"
"994",NULL,"45-54","15,000>","Other","Part","Seperated","Bisexual","Animation","5","7","2","10","9"
"995",NULL,"35-44","35,000-49,999","Non-binary","Student","Single","Gay/Lesbian","Biography","4","8","6","10","0"
"996",NULL,"35-44","35,000-49,999",NULL,"Part","Partnered","Heterosexual","Crime","9","0","6","0","6"
"997",NULL,"25-34","74,999-99,999","Non-binary","Self","Partnered","Other","Crime","9","6","2","1","1"
"998",NULL,"35-44","35,000-49,999","Non-binary","Part","Seperated",NULL,"Crime","6","6","10","5","2"
"999",NULL,"45-54","50,000-74,999","Male","None","Married","Bisexual","Crime","3","4","3","8","5"
"1000",NULL,"18-24","50,000-74,999","Other","Self","Married","Gay/Lesbian","Biography","0","8","0","9","0"
